8252	10422	2	1333471410
5723	10426	1	1333471414
7518	10516	1	1333471498
7795	10560	2	1333471548
8449	10716	47	1333471715
1082	10743	1	1333471742
8467	10759	1	1333471754
6141	10815	1	1333471799
7244	4670	1	1333471818
5250	10862	24	1333471842
5250	10889	20	1333471858
1443	10921	1	1333471887
8608	528	1	1333471932
8644	11013	1	1333471974
1443	11262	1	1333472187
8810	11273	1	1333472198
3892	7646	20	1333472237
4070	11367	1	1333472288
7676	11482	1	1333472396
1443	11503	1	1333472419
9199	4244	2	1333472724
9237	11893	10	1333472775
1443	11908	1	1333472791
9357	12065	49	1333472959
9402	12117	1	1333473014
9498	12264	1	1333473143
4070	12285	1	1333473165
2321	12353	6	1333473234
3298	12372	1	1333473248
1443	10422	2	1333473291
9634	12456	2	1333473327
9653	4191	2	1333473362
9402	3761	1	1333473422
9701	7646	1	1333473440
9744	10862	18	1333473514
7795	12648	1	1333473531
9898	12847	1	1333473738
9933	12915	19	1333473792
4555	13035	1	1333473904
10151	13284	1	1333474134
10182	13331	1	1333474175
10220	13388	4	1333474220
10229	13410	21	1333474240
5583	13415	1	1333474244
10260	13457	1	1333474279
10280	13484	162	1333474310
9357	13573	33	1333474379
10346	13584	13	1333474397
10368	13629	88	1333474436
9357	13635	3	1333474445
8858	13708	17	1333474509
10465	13779	1	1333474574
10151	13838	1	1333474630
10465	13927	1	1333474694
10578	13941	8	1333474704
3259	13945	24	1333474711
10592	13964	21	1333474732
10465	14033	1	1333474808
1542	14095	1	1333474869
7795	3761	1	1333474878
10689	14113	4	1333474888
10307	10560	1	1333474972
10799	14282	1	1333475030
10465	14324	2	1333475069
10829	14330	2	1333475072
10858	4244	17	1333475108
10946	14494	1	1333475227
2369	14587	61	1333475325
3298	14594	1	1333475331
11034	14627	1	1333475375
11051	14652	1	1333475394
11075	14690	11	1333475429
11219	14919	1	1333475615
11272	15007	28	1333475679
11292	12915	81	1333475710
11316	15061	1	1333475737
10446	15066	49	1333475739
11325	15076	1	1333475746
11332	15109	1	1333475779
7539	15162	15	1333475816
11499	15357	1	1333475972
11643	4244	4	1333476173
10260	15620	1	1333476195
11677	15634	3	1333476206
11719	15689	8	1333476252
11753	15733	1	1333476294
11789	15788	5	1333476336
11849	15870	91	1333476405
11884	15923	1	1333476457
11051	15965	59	1333476494
11912	15982	19	1333476506
11968	16074	1	1333476572
4587	16077	1	1333476573
12052	3036	1	1333476676
12059	16200	7	1333476685
12108	8349	46	1333476747
12110	16276	2	1333476752
12182	16381	3	1333476842
12253	2448	1	1333476943
12280	16550	52	1333476976
12293	16573	2	1333476994
740	16606	1	1333477014
12368	16696	33	1333477089
6444	16701	33	1333477090
12446	16798	1	1333477175
12469	16836	1	1333477208
12492	16865	1	1333477238
2915	16901	1	1333477266
12514	16902	13	1333477267
12522	16913	1	1333477278
12523	16914	1	1333477279
12472	16936	11	1333477291
10465	17022	1	1333477374
12598	17046	1	1333477394
4166	17095	3	1333477430
10465	17138	1	1333477465
12672	17162	1	1333477481
12721	7646	84	1333477538
12731	17242	3	1333477548
12743	17266	2	1333477564
10919	16381	1	1333477660
9498	17467	33	1333477757
8125	528	1	1333477757
12906	17509	1	1333477789
12909	7646	44	1333477797
11180	17576	20	1333477832
12964	17614	60	1333477859
7538	17821	2	1333477996
13103	17831	10	1333478012
13126	16550	26	1333478045
13157	17918	36	1333478081
11910	17934	1	1333478099
13174	17941	1	1333478107
13176	17944	4	1333478108
13193	17968	5	1333478127
13247	18041	1	1333478191
13259	18054	2	1333478204
13262	18057	1	1333478207
13279	18084	1	1333478231
13281	18088	1	1333478234
7795	18186	1	1333478304
6645	18192	1	1333478307
13367	18232	1	1333478332
13433	7646	2	1333478416
13480	18416	1	1333478482
10829	18454	1	1333478506
11219	18460	1	1333478509
4690	18584	1	1333478653
7518	18662	1	1333478709
13639	18186	1	1333478712
13664	10862	1	1333478746
13682	18740	10	1333478774
13686	18745	1	1333478778
13647	18757	1	1333478786
10542	18833	1	1333478843
13778	18880	1	1333478877
4070	18933	2	1333478918
13847	9894	1	1333478964
13896	18232	1	1333479010
13923	19090	1	1333479049
13939	19115	1	1333479068
13975	19161	2	1333479114
7159	19179	1	1333479128
13991	19185	2	1333479132
14045	19256	1	1333479188
10151	19289	1	1333479215
10633	19300	13	1333479228
14092	19335	3	1333479255
14127	19389	2	1333479289
12110	19446	1	1333479331
14171	1401	219	1333479346
10799	19534	1	1333479389
14299	19667	5	1333479493
14352	19744	7	1333479543
14356	19746	1	1333479546
14502	19964	1	1333479722
10542	19972	1	1333479728
10620	19989	1	1333479742
5250	20040	1	1333479791
14568	4244	2	1333479803
8467	20078	1	1333479820
14613	4244	12	1333479851
14614	20116	84	1333479851
8126	20235	1	1333479962
14705	17968	3	1333479965
14713	20252	1	1333479979
9498	20310	2	1333480018
14735	4191	2	1333480071
14804	20391	1	1333480086
13433	20453	7	1333480139
14856	2321	1	1333480161
14901	20560	1	1333480209
12253	20568	1	1333480217
14869	20627	1	1333480266
14990	19744	4	1333480301
15051	20782	2	1333480396
14901	3761	6	1333480404
15061	16200	1	1333480404
15123	20894	1	1333480484
15125	20896	1	1333480486
1153	20924	131	1333480502
15155	20946	2	1333480519
5723	4244	1	1333480557
7795	21057	1	1333480603
15228	21067	5	1333480607
6852	21114	1	1333480643
15273	21139	1	1333480670
8020	15982	16	1333480673
15282	21152	1	1333480682
15378	21279	1	1333480782
15470	21433	3	1333480887
15503	4244	3	1333480931
15506	21481	1	1333480933
15125	21492	14	1333480940
15546	15109	1	1333480986
14613	528	1	1333481044
10799	21678	1	1333481092
15725	21809	1	1333481188
14613	2448	1	1333481192
15742	21837	1	1333481211
12671	21851	1	1333481219
15776	10426	1	1333481233
15794	10426	2	1333481252
4031	21964	8	1333481296
15875	10862	2	1333481346
16043	22275	1	1333481545
16069	22308	9	1333481573
15273	10862	2	1333481596
16141	22418	1	1333481666
16147	22430	1	1333481675
16186	22467	1	1333481711
16204	22495	1	1333481733
16272	22597	1	1333481815
12253	22678	2	1333481872
16364	1312	1	1333481918
16382	22772	1	1333481951
12906	19746	1	1333482035
6649	22941	1	1333482068
16512	22981	1	1333482095
1423	23024	4	1333482124
11072	23043	24	1333482139
2915	23052	1	1333482142
2483	23095	11	1333482186
4166	23139	6	1333482220
16610	23154	1	1333482234
11272	23168	1	1333482246
6750	23215	2	1333482285
16657	23223	1	1333482289
10307	23260	19	1333482316
16694	23275	1	1333482323
16716	23309	1	1333482350
16763	4191	2	1333482404
3435	7511	1	1333482431
16824	23462	1	1333482462
15273	23473	1	1333482467
2059	23498	2	1333482489
16862	23520	1	1333482506
16873	10426	1	1333482523
16927	23637	1	1333482593
2598	23646	1	1333482599
10307	23672	42	1333482616
7822	23707	1	1333482638
10799	23742	1	1333482664
17008	4191	1	1333482674
17052	23831	19	1333482736
17130	23964	1	1333482840
17130	23988	1	1333482852
17130	24012	1	1333482871
17160	24015	1	1333482873
17179	24047	10	1333482891
16716	24143	6	1333482967
17251	24153	1	1333482977
17262	24169	4	1333482990
15503	10426	1	1333483026
17292	4636	37	1333483028
17130	24258	1	1333483060
17387	24369	1	1333483157
17404	24397	1	1333483178
17405	13484	10	1333483183
3435	24414	1	1333483197
17467	10862	5	1333483252
5798	24587	1	1333483333
17540	14330	63	1333483341
2483	24651	6	1333483379
17649	24750	1	1333483453
8858	24807	33	1333483488
17694	23024	1	1333483503
17719	24871	1	1333483537
17839	25058	1	1333483698
7676	25069	8	1333483711
17857	16573	1	1333483729
936	2715	1	1333483744
17870	25112	1	1333483745
9498	25132	2	1333483764
17894	25148	1	1333483774
17896	25150	1	1333483775
17955	10426	1	1333483851
17970	25274	14	1333483868
18095	25468	3	1333484003
18123	21433	12	1333484040
11159	25581	2	1333484089
18123	3761	4	1333484138
18200	25642	1	1333484140
18218	21492	2	1333484168
12061	25692	2	1333484183
18236	25698	1	1333484185
8644	25742	1	1333484222
4495	2715	2	1333484242
18367	25911	1	1333484373
7	25917	1	1333484377
18374	25927	3	1333484384
17271	25928	2	1333484384
18388	25952	14	1333484395
18400	25968	1	1333484406
5069	26091	2	1333484524
14735	7646	3	1333484569
7822	26403	8	1333484798
15155	26410	1	1333484801
18687	26432	1	1333484823
18693	10862	4	1333484837
3298	7646	2	1333484842
18746	24153	1	1333484915
18803	26621	51	1333484990
18805	26626	1	1333484994
6852	26655	3	1333485015
15506	26683	1	1333485044
18890	26753	3	1333485110
18893	26755	3	1333485112
18940	26842	2	1333485179
18968	4244	56	1333485211
4690	1238	2	1333485263
10221	26975	1	1333485283
19028	21678	2	1333485295
14613	23646	1	1333485355
16862	27137	1	1333485423
12472	27282	1	1333485531
19192	16901	2	1333485533
19256	27396	2	1333485615
19263	27402	1	1333485622
18516	27442	1	1333510854
19367	27579	18	1333485773
18803	27701	43	1333485868
19521	19090	2	1333485979
19547	27890	1	1333486021
19548	5313	15	1333486022
15125	27947	2	1333486064
14901	12915	34	1333486167
19751	18745	1	1333486303
8858	28229	2	1333486321
7795	28256	1	1333486347
19805	28293	1	1333486377
5224	20896	6	1333486379
1822	28256	1	1333486401
13259	28350	1	1333486425
14037	28406	9	1333486474
19878	7646	1	1333486490
11159	28487	1	1333486540
8126	28525	1	1333486575
19949	28548	4	1333486593
18803	28577	32	1333486612
10799	28596	1	1333486622
20049	28731	24	1333486724
20094	18584	1	1333486784
13475	16200	5	1333486881
14713	28929	1	1333486905
7795	28939	1	1333486911
20189	28946	7	1333486918
20190	28947	1	1333486918
9402	29105	1	1333487058
20298	29141	1	1333487092
4612	29179	2	1333487121
20372	29259	5	1333487172
20412	29332	14	1333487221
14614	29371	4	1333534055
18803	7646	33	1333487364
18219	25917	2	1333487492
12613	29642	27	1333487514
17387	29693	1	1333487568
20619	29697	1	1333487576
17130	29716	1	1333487594
19028	29717	3	1333487595
14901	16696	35	1333487624
20779	13779	4	1333487819
13939	30148	1	1333487968
18803	17576	16	1333488001
14037	30198	1	1333488020
20906	30219	22	1333488043
8126	30240	1	1333488066
20939	30278	1	1333488098
20779	30288	9	1333488104
13367	23964	1	1333488137
20966	17968	3	1333488139
8020	30496	1	1333488302
7730	30516	1	1333488324
16004	30750	1	1333488554
21209	17162	3	1333488563
8979	30832	1	1333488636
8005	3085	9	1333488642
14923	30861	4	1333488659
21389	31094	1	1333488867
21478	31253	1	1333489018
21481	25150	2	1333489024
21485	31271	1	1333489033
21517	31321	2	1333489091
21570	31421	1	1333489187
21582	31442	1	1333489201
21621	1312	3	1333489276
18803	31615	24	1333489361
21676	31621	3	1333489370
16272	31677	2	1333489424
21720	31702	1	1333489449
3059	4244	6	1333489503
21720	23498	1	1333489529
14045	1312	1	1333489549
11910	31948	1	1333489661
10620	21152	1	1333489678
18803	32014	41	1333489721
14923	32026	2	1333489733
21928	32089	1	1333489790
21931	32094	4	1333489794
7795	23646	1	1333489798
10260	32115	1	1333489810
7518	7646	1	1333489954
15713	32416	48	1333490103
22162	32461	1	1333490142
11884	32486	33	1333490171
22229	22467	1	1333490244
17870	14282	1	1333490268
10368	32845	56	1333490503
19547	32848	1	1333490509
12598	33078	5	1333490742
18307	33105	7	1333490760
17130	33168	1	1333490827
22575	33188	1	1333490847
17130	33213	1	1333490874
22662	33308	1	1333490983
22753	19179	3	1333491145
22779	33508	1	1333491185
22781	33513	165	1333491192
23041	33988	1	1333491677
15051	34023	9	1333491714
19841	34107	14	1333491793
8126	34111	2	1333491802
7795	34166	2	1333491858
11812	34168	1	1333491860
22779	34215	1	1333491921
10307	34220	5	1333491931
23176	34239	1	1333491946
23214	34309	30	1333492024
23238	1546	1	1333492076
13776	34424	1	1333492161
22779	34554	1	1333492294
7539	34578	29	1333492314
6824	4191	7	1333492345
23555	34923	2	1333492700
23603	35031	2	1333492798
13991	35070	1	1333492831
18693	35380	1	1333493129
3065	35393	1	1333493141
23956	31615	4	1333493505
23238	7646	1	1333493849
13925	36103	1	1333493926
4750	36708	1	1333494510
24730	34034	33	1333494975
21412	37257	4	1333495019
17130	37599	1	1333495343
24956	37635	16	1333495373
7795	37708	2	1333495429
13896	37956	1	1333495678
15976	10426	9	1333495689
13367	37956	1	1333495721
25242	38216	1	1333495900
11499	10426	1	1333495971
25295	38320	9	1333495991
22662	38323	17	1333495994
25300	38330	1	1333495996
23176	34168	1	1333496146
25530	39309	1	1333496967
25891	5594	23	1333497060
26016	39639	1	1333497292
25530	39857	1	1333497486
26260	29259	5	1333497770
25530	10426	2	1333497997
26422	40457	2	1333498053
26448	38216	1	1333498089
7795	40507	1	1333498101
26561	2715	15	1333498294
6681	12915	1	1333498313
4365	40817	1	1333498362
26448	41140	1	1333498646
18693	41195	1	1333498694
26901	41416	1	1333498868
24094	7952	5	1333499120
4070	41805	1	1333499245
4365	41834	21	1333499268
14726	42023	59	1333499439
25530	8186	1	1333499509
25530	21678	1	1333499718
6444	42691	1	1333500035
7244	42813	1	1333500149
26448	42953	1	1333500261
7795	42959	1	1333500266
27797	43238	48	1333500496
13991	43616	1	1333500825
28158	43924	3	1333501086
4555	44327	1	1333501418
21412	44392	1	1333501465
1751	44415	2	1333501482
28419	14330	3	1333501517
3903	17467	7	1333501625
26561	44782	17	1333501792
17130	45705	1	1333502547
11646	8561	2	1333502555
29307	46180	1	1333502930
26901	46312	1	1333503037
29307	46412	1	1333503108
7284	46553	1	1333503212
28158	46679	5	1333503305
17292	46940	13	1333503516
13213	47328	1	1333503855
28806	48311	1	1333504647
7284	48494	4	1333504805
17130	48586	1	1333504883
17130	48659	1	1333504934
25530	13838	1	1333505336
25530	49200	1	1333505384
25530	31702	1	1333505441
25530	49444	1	1333505597
25530	49535	1	1333505670
28806	49539	1	1333505672
5430	50023	2	1333506090
1153	50601	386	1333506608
11719	50968	4	1333506914
32430	52151	1	1333508028
28806	17138	1	1333508204
4247	53117	46	1333508926
28806	53855	54	1333509652
30392	39309	1	1333512825
12613	57078	1	1333512866
12613	16696	55	1333513354
14614	58087	1	1333516150
25820	4191	2	1333516439
35920	4191	6	1333517436
6824	2715	4	1333517990
36335	60375	124	1333518172
35715	4244	25	1333518306
36663	2715	7	1333518715
36771	30861	50	1333518912
8126	62142	1	1333519538
2973	62800	2	1333520031
8858	2000	10	1333520069
37483	62870	1	1333520089
2973	62903	4	1333520108
2973	4191	13	1333520173
4000	63991	3	1333520812
5840	64150	34	1333520925
38039	64220	12	1333520976
14614	64398	29	1333567891
38159	13584	67	1333521164
4166	64830	15	1333521387
38326	62870	20	1333521412
5296	64964	19	1333521486
38371	4244	5	1333521491
28806	65041	1	1333521540
38577	65515	65	1333521843
14923	66057	33	1333522196
10346	66315	1	1333522343
6853	21492	156	1333522349
38937	2715	15	1333522365
39010	66550	17	1333522480
39035	66598	7	1333522510
28806	66848	1	1333522646
39255	67139	11	1333522819
10346	67464	15	1333523011
24442	16696	1	1333523194
5296	16077	24	1333523278
24442	10560	1	1333523510
39748	68352	2	1333523546
39791	68446	13	1333523602
3892	68704	21	1333523757
17387	68768	5	1333523798
18307	68856	22	1333523849
9273	69640	42	1333524334
40403	69907	54	1333524494
40498	70147	127	1333524632
40515	70182	83	1333524652
40573	70322	1	1333524722
40584	70354	1	1333524742
39752	12915	6	1333524756
40694	4191	2	1333524907
20298	70849	3	1333525028
40811	70900	47	1333525052
40838	70958	104	1333525086
41017	71385	4	1333525350
6326	71458	61	1333525384
40903	7646	7	1333525422
41115	71667	56	1333525503
24442	71936	1	1333525659
38992	4244	4	1333525750
16927	72163	35	1333525776
41382	72432	1	1333525949
10694	72445	1	1333525955
39607	72593	1	1333526026
39752	16936	20	1333526147
41554	72593	7	1333526186
41017	72908	158	1333526208
41694	73207	48	1333526383
38875	73293	7	1333526431
15794	73334	13	1333526450
41799	39309	1	1333526670
41932	19335	2	1333526700
41799	73832	1	1333526725
6975	73848	15	1333526734
41951	73854	52	1333526736
24883	2715	3	1333526794
12850	73977	22	1333526808
9991	74031	14	1333526834
42062	74153	22	1333526911
18940	5444	90	1333526956
40573	74153	42	1333527030
42155	8674	20	1333527037
42159	74400	1	1333527040
42159	74430	41	1333527055
9624	4244	10	1333527088
42220	74519	2	1333527118
42258	12915	45	1333527179
40403	74640	28	1333527190
14100	75100	20	1333527488
38992	75166	1	1333527523
38992	75183	2	1333527534
42484	7646	2	1333527539
4072	75215	2	1333527559
13837	75297	12	1333527602
14100	75372	7	1333527648
9273	67464	12	1333527687
37954	2715	7	1333527712
42258	17162	3	1333527738
9357	75638	57	1333527797
13367	75705	51	1333527838
28806	75860	1	1333527937
10446	75100	65	1333527947
10368	75940	1	1333527986
42778	76017	2	1333528030
39607	76021	1	1333528034
22630	76149	25	1333528125
7730	6589	1	1333528160
42862	72908	35	1333528185
22781	7646	35	1333528243
42923	5444	43	1333528282
14726	67464	49	1333528325
13154	4244	12	1333528352
43047	10862	2	1333528476
22918	76812	29	1333528537
22781	76842	53	1333528551
1547	4244	18	1333528567
43116	76898	1	1333528579
12514	76971	21	1333528621
38243	34111	4	1333528884
18987	14282	75	1333528940
3856	77972	58	1333529206
5498	3085	29	1333529221
22918	14330	71	1333529361
43655	78283	47	1333529381
43674	78328	29	1333529405
38577	13573	9	1333529461
38577	78539	7	1333529522
39087	78897	59	1333529710
2413	4191	6	1333529718
38577	78915	25	1333529720
24094	4244	3	1333529729
17649	23646	4	1333529740
38577	78972	25	1333529752
28806	79000	1	1333529768
20235	79092	21	1333529819
13748	79117	1	1333529828
6815	79192	37	1333529876
35776	4191	5	1333529884
22630	7646	47	1333529951
24822	79353	30	1333529985
44036	4191	4	1333530001
44099	72908	8	1333530074
44238	24651	25	1333530274
44251	79901	22	1333530298
17719	75874	1	1333530300
22662	79938	9	1333530319
44277	79970	39	1333530337
14539	79998	3	1333530349
14539	80165	1	1333530444
44367	10716	46	1333530470
44387	80260	5	1333530503
10260	80333	2	1333530552
11325	80384	31	1333530582
13686	80518	2	1333530659
22918	28577	18	1333530835
44648	80957	44	1333530941
44671	81032	3	1333530985
44691	72908	1	1333531015
14539	1401	1	1333531068
17870	81231	2	1333531112
44772	81315	3	1333531172
6755	81426	5	1333531241
20189	81510	12	1333531302
10446	81713	65	1333531441
3370	66315	25	1333531508
3780	81852	3	1333531537
44963	81894	19	1333531568
13367	19335	4	1333531632
27694	82005	21	1333531640
45038	82079	4	1333531694
38326	82214	32	1333531790
45110	5748	96	1333531817
22779	82258	3	1333531821
45126	82300	2	1333531855
45204	82525	5	1333532008
44387	82556	9	1333532025
45219	82564	1	1333532030
17387	82659	29	1333532095
9069	15982	27	1333532102
45285	82722	4	1333532139
22864	82917	3	1333532297
14352	14494	4	1333532300
14539	83082	1	1333532413
41382	83154	2	1333532455
14539	83172	1	1333532470
45468	83229	4	1333532509
45472	4810	1	1333532515
45524	83396	1	1333532626
12671	62142	31	1333532690
45562	72445	1	1333532698
11039	4244	1	1333532825
11039	10426	1	1333532868
11039	83763	1	1333532901
45472	83766	37	1333532902
14171	67464	4	1333532910
45703	83830	9	1333532955
45706	4191	2	1333532962
45703	83861	54	1333532981
8335	83862	1	1333532982
45746	10426	7	1333533034
2707	83955	34	1333533048
253	83995	1	1333533086
18388	84108	6	1333533168
17896	84142	13	1333533197
1182	84218	8	1333533255
39056	84322	3	1333533338
45909	84390	3	1333533391
844	12117	1	1333533590
2437	66315	5	1333533644
7569	84907	2	1333533775
46100	84925	3	1333533789
11884	84945	8	1333533809
46100	84963	2	1333533818
13748	4244	5	1333533825
46134	85041	71	1333533871
46228	33078	54	1333534080
43684	85384	1	1333534119
13686	4244	1	1333534195
11039	85998	2	1333534552
18803	86043	47	1333534584
46468	86053	2	1333534589
46510	86187	1	1333534711
45571	86236	8	1333534755
8005	74519	1	1333534803
43684	86505	1	1333534965
18712	5841	16	1333535106
46807	2715	2	1333535397
11875	87049	1	1333535423
5434	87148	31	1333535484
7795	8349	1	1333535495
7795	87189	1	1333535515
43684	9454	1	1333535548
46878	86759	76	1333535576
46893	87308	1	1333535615
10220	87415	9	1333535713
16866	29642	1	1333535874
11875	87853	1	1333536070
47191	88220	1	1333536388
18803	75372	37	1333536438
47231	88369	93	1333536495
11875	88451	1	1333536555
13176	4191	10	1333536608
47285	2163	1	1333536612
47289	88541	1	1333536619
45571	88798	9	1333536851
47378	10862	3	1333536900
12514	88854	1	1333536904
47382	3085	11	1333536910
47385	88863	28	1333536911
47412	88948	1	1333536982
23714	20487	2	1333537110
6815	89138	6	1333537133
10465	31615	6	1333537263
10465	32014	1	1333537305
28362	20310	13	1333537336
2325	89445	51	1333537390
12110	21678	1	1333537968
46100	90132	3	1333537978
14869	90429	1	1333538267
12110	90536	1	1333538357
47967	90761	16	1333538543
47997	90880	5	1333538639
48046	91016	17	1333538763
24442	91191	1	1333538893
13423	91235	2	1333538920
21320	91489	6	1333539109
13837	32089	8	1333539232
45524	19289	1	1333539369
10465	92091	3	1333539636
47191	92095	1	1333539643
7770	92150	6	1333539700
494	3906	1	1333539814
1547	92547	9	1333540010
48579	83862	1	1333540221
6457	4191	8	1333540286
48579	93137	1	1333540527
48704	93193	17	1333540567
13367	93418	31	1333540745
43440	93556	3	1333540879
35776	93599	1	1333540910
13259	93602	2	1333540913
23664	20782	16	1333540940
41017	94005	4	1333541245
11943	20627	3	1333541289
1025	94277	110	1333541466
49041	94354	1	1333541542
8061	94455	10	1333541626
8061	94469	1	1333541637
494	2163	1	1333541677
6744	94521	1	1333541682
39087	94585	1	1333541751
22162	94596	1	1333541760
22779	94607	1	1333541770
16267	94798	1	1333541933
14901	94856	1	1333541975
17271	94883	115	1333542007
6601	94916	1	1333542035
49248	62142	1	1333542064
7244	19534	1	1333542091
49269	95013	3	1333542111
40573	6589	1	1333542147
49310	16381	1	1333542237
10997	95270	11	1333542370
6852	95280	1	1333542378
43746	95573	1	1333542656
49455	424	1	1333542698
49469	21678	1	1333542749
11272	95735	2	1333542791
11292	95952	1	1333542978
17649	96016	2	1333543021
49564	96059	1	1333543050
16862	96066	46	1333543054
49574	10716	36	1333543068
7244	29332	1	1333543118
14990	96173	1	1333543130
26015	96212	17	1333543166
49626	96287	5	1333543228
1447	96316	10	1333543260
17857	96059	1	1333543277
49701	96515	1	1333543436
16259	96527	1	1333543448
49735	96608	5	1333543523
45038	19289	5	1333543625
9634	3036	12	1333543755
16204	35031	1	1333543769
14629	96901	27	1333543788
4890	97037	3	1333543892
49871	97046	1	1333543901
19367	97109	9	1333543959
999	32416	30	1333543998
494	34111	1	1333544003
15367	97194	1	1333544022
6457	97235	2	1333544057
16004	97281	2	1333544099
4612	97313	1	1333544139
6457	97353	3	1333544179
13538	97435	1	1333544263
1025	7646	3	1333544352
41408	16074	1	1333544416
50065	97700	6	1333544506
740	1238	1	1333544523
50075	97733	1	1333544527
6815	62142	18	1333544617
47412	97829	9	1333544618
50075	97997	1	1333544749
50157	94798	3	1333544757
50172	28525	4	1333544816
50184	94521	1	1333544854
10489	98253	2	1333544979
47882	98316	1	1333545048
11039	2715	1	1333545075
50268	98377	7	1333545111
44442	98398	1	1333545133
45215	528	3	1333545162
31707	98478	5	1333545198
1025	98551	1	1333545286
21320	98561	1	1333545298
10997	20078	3	1333545372
50377	98783	13	1333545501
48579	98836	1	1333545555
1547	16074	1	1333545561
3720	5841	1	1333545697
8879	99074	3	1333545773
49574	19335	1	1333545785
49574	75874	1	1333545812
19192	1401	1	1333545843
13975	99209	1	1333545893
50507	1401	9	1333545903
44888	99218	1	1333545909
1182	99246	7	1333545936
48071	84907	1	1333545993
5826	23672	6	1333546027
4890	99350	10	1333546031
26422	3036	3	1333546069
45472	99447	1	1333546126
8249	99456	1	1333546138
1031	99478	1	1333546161
23235	42023	4	1333546199
13423	23742	5	1333546214
49735	99574	3	1333546243
26016	99654	3	1333546312
50644	99685	1	1333546339
50648	8674	43	1333546349
18307	99696	1	1333546351
12104	99779	1	1333546432
42818	99783	2	1333546437
18712	99811	2	1333546462
5224	99819	1	1333546468
47382	79901	1	1333546488
5250	17162	18	1333546541
50745	96515	1	1333546617
50778	4670	1	1333546695
6712	100079	1	1333546706
17271	100095	8	1333546720
11499	100112	2	1333546736
4495	4670	3	1333546778
19842	100179	2	1333546796
50815	100197	1	1333546815
